Company_Name,NAIC_Code,Filing_State,Filing_Date,LOB,Rate_Change_Type,Rate_Change_Percent,Effective_Date,Prior_Rate_Level,New_Rate_Level,Filed_Territories,Market_Share_State,Avg_Premium_Before,Avg_Premium_After,Competitor_Positioning,Product_Tier,Filed_By,Approved_Status,Approval_Date
Northeast Fidelity,85785,MD,2025-09-02,Commercial Auto,New Filing,0.0,2025-11-19,1.0,1.0,"MD-South, MD-North, MD-East",5.5,1449,1449,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-11-02
Northeast Fidelity,85785,NC,2025-01-09,Commercial Auto,Rate Decrease,-7.2,2025-04-28,1.0,0.928,"NC-South, NC-North",8.9,2303,2137,Premium Below Market Avg,Budget,Actuarial Department,Approved,2025-03-17
Northeast Fidelity,85785,NJ,2024-11-11,Commercial Auto,New Filing,0.0,2025-02-11,1.0,1.0,"NJ-North, NJ-South",1.0,2111,2111,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-01-23
Northeast Fidelity,85785,NY,2025-10-26,Commercial Auto,Rate Increase,7.5,2026-02-12,1.0,1.075,"NY-Central, NY-South",1.1,2045,2198,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Northeast Fidelity,85785,OR,2024-06-06,Commercial Auto,Rate Increase,2.4,2024-08-20,1.0,1.024,"OR-Central, OR-East",6.9,1864,1909,At Market Avg,Mid-Tier,Actuarial Department,Pending,
Northeast Fidelity,85785,VA,2025-09-13,Commercial Auto,Rate Decrease,-6.7,2025-11-03,1.0,0.933,"VA-Central, VA-South, VA-West",4.2,1248,1164,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-10-05
Northeast Fidelity,85785,WA,2025-10-13,Commercial Auto,Rate Increase,9.3,2025-12-09,1.0,1.093,"WA-East, WA-Central",5.4,1689,1846,Premium Above Market Avg,Premium,Actuarial Department,Rejected,
Northeast Fidelity,85785,CA,2025-05-27,Homeowners,New Filing,0.0,2025-09-15,1.0,1.0,"CA-South, CA-West, CA-East",11.2,1572,1572,At Market Avg,Premium,Actuarial Department,Approved,2025-07-13
Northeast Fidelity,85785,FL,2025-01-26,Homeowners,Rate Increase,11.4,2025-03-24,1.0,1.114,"FL-North, FL-Central",2.9,2332,2598,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-03-10
Northeast Fidelity,85785,MA,2024-08-12,Homeowners,Rate Increase,2.1,2024-10-16,1.0,1.021,"MA-West, MA-South",1.2,1231,1257,At Market Avg,Budget,Actuarial Department,Approved,2024-10-06
Northeast Fidelity,85785,MD,2025-03-27,Homeowners,Rate Increase,2.5,2025-07-12,1.0,1.025,"MD-North, MD-South",2.2,2974,3048,At Market Avg,Premium,Actuarial Department,Approved,2025-05-15
Northeast Fidelity,85785,NC,2025-05-21,Homeowners,Rate Increase,1.9,2025-06-24,1.0,1.019,"NC-South, NC-North, NC-West",2.5,1261,1285,At Market Avg,Mid-Tier,Actuarial Department,Rejected,
Northeast Fidelity,85785,NJ,2024-08-17,Homeowners,Rate Decrease,-2.8,2024-10-27,1.0,0.972,"NJ-North, NJ-South",7.2,2072,2014,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-10-19
Northeast Fidelity,85785,NY,2025-01-05,Homeowners,Rate Increase,1.1,2025-04-01,1.0,1.011,"NY-West, NY-North",6.4,1426,1442,At Market Avg,Premium,Actuarial Department,Rejected,
Northeast Fidelity,85785,OR,2024-05-27,Homeowners,Rate Decrease,-4.7,2024-09-09,1.0,0.953,"OR-South, OR-West, OR-East",10.4,2802,2670,Premium Below Market Avg,Premium,Actuarial Department,Approved,2024-07-06
Northeast Fidelity,85785,VA,2025-07-14,Homeowners,Rate Increase,8.2,2025-09-12,1.0,1.082,"VA-South, VA-North",0.5,1518,1642,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-08-04
Northeast Fidelity,85785,WA,2025-11-13,Homeowners,Rate Increase,1.4,2026-02-07,1.0,1.014,"WA-North, WA-East, WA-South",3.5,2612,2649,At Market Avg,Mid-Tier,Actuarial Department,Approved,2026-01-22
Northeast Fidelity,85785,CA,2025-08-29,Personal Auto,Rate Decrease,-3.2,2025-10-05,1.0,0.968,"CA-Central, CA-East, CA-West",8.5,816,790,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-10-27
Northeast Fidelity,85785,FL,2025-06-12,Personal Auto,Rate Increase,8.9,2025-10-02,1.0,1.089,"FL-Central, FL-West, FL-East",6.9,1464,1594,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-07-31
Northeast Fidelity,85785,MA,2024-05-13,Personal Auto,Rate Increase,7.9,2024-06-27,1.0,1.079,"MA-East, MA-South, MA-West",1.5,1194,1288,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-06-21
Northeast Fidelity,85785,MD,2024-07-04,Personal Auto,Rate Decrease,-4.2,2024-08-28,1.0,0.958,"MD-West, MD-North",4.4,1157,1108,Premium Below Market Avg,Premium,Actuarial Department,Approved,2024-08-16
Northeast Fidelity,85785,NC,2024-12-07,Personal Auto,Rate Decrease,-3.9,2025-01-08,1.0,0.961,"NC-North, NC-East",4.5,1570,1509,Premium Below Market Avg,Premium,Actuarial Department,Approved,2024-12-24
Northeast Fidelity,85785,NJ,2024-09-01,Personal Auto,Rate Decrease,-5.3,2024-12-21,1.0,0.947,"NJ-East, NJ-South",9.4,1440,1364,Premium Below Market Avg,Premium,Actuarial Department,Approved,2024-11-23
Northeast Fidelity,85785,NY,2025-04-11,Personal Auto,Rate Increase,1.2,2025-07-23,1.0,1.012,"NY-North, NY-East",1.3,1432,1449,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-07-21
Northeast Fidelity,85785,OR,2025-05-23,Personal Auto,Rate Decrease,-1.9,2025-08-25,1.0,0.981,"OR-East, OR-North",4.0,870,853,At Market Avg,Premium,Actuarial Department,Pending,
Northeast Fidelity,85785,VA,2024-12-29,Personal Auto,Rate Increase,11.7,2025-04-06,1.0,1.117,"VA-Central, VA-East",2.2,814,909,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-01-31
Northeast Fidelity,85785,WA,2025-10-16,Personal Auto,New Filing,0.0,2025-12-05,1.0,1.0,"WA-Central, WA-South",7.2,1412,1412,At Market Avg,Budget,Actuarial Department,Approved,2025-11-29
Northeast Fidelity,85785,CA,2025-09-20,Workers Comp,Rate Increase,10.6,2025-10-31,1.0,1.106,"CA-West, CA-Central",11.3,1151,1273,Premium Above Market Avg,Mid-Tier,Actuarial Department,Rejected,
Northeast Fidelity,85785,FL,2024-07-03,Workers Comp,Rate Increase,9.3,2024-10-12,1.0,1.093,"FL-North, FL-South",5.3,2412,2636,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-10-01
Northeast Fidelity,85785,MA,2025-10-04,Workers Comp,Rate Increase,8.0,2026-01-27,1.0,1.08,"MA-South, MA-North",4.1,1848,1996,Premium Above Market Avg,Budget,Actuarial Department,Approved,2026-01-13
Northeast Fidelity,85785,MD,2025-07-02,Workers Comp,Rate Increase,3.1,2025-08-23,1.0,1.031,"MD-South, MD-West",4.2,1930,1990,Premium Above Market Avg,Premium,Actuarial Department,Pending,
Northeast Fidelity,85785,NC,2025-10-07,Workers Comp,Rate Increase,11.3,2025-12-29,1.0,1.113,"NC-North, NC-East",9.8,2893,3220,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-11-30
Northeast Fidelity,85785,NJ,2024-05-02,Workers Comp,Rate Increase,7.0,2024-07-10,1.0,1.07,"NJ-West, NJ-Central",4.7,1479,1583,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-06-20
Northeast Fidelity,85785,NY,2024-08-06,Workers Comp,Rate Increase,7.2,2024-11-13,1.0,1.072,"NY-South, NY-East, NY-North",2.5,1297,1390,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-10-03
Northeast Fidelity,85785,OR,2025-07-11,Workers Comp,Rate Increase,11.4,2025-11-08,1.0,1.114,"OR-North, OR-South",9.3,2430,2707,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-10-18
Northeast Fidelity,85785,VA,2025-07-02,Workers Comp,Rate Decrease,-4.6,2025-10-26,1.0,0.954,"VA-Central, VA-West",4.0,2241,2138,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-10-19
Northeast Fidelity,85785,WA,2025-09-11,Workers Comp,New Filing,0.0,2025-10-18,1.0,1.0,"WA-North, WA-East, WA-South",1.0,2118,2118,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-10-11
Pacific Crest Underwriters,85847,CA,2025-06-11,Commercial Auto,Rate Decrease,-2.4,2025-07-20,1.0,0.976,"CA-West, CA-North, CA-Central",5.3,1307,1276,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-07-25
Pacific Crest Underwriters,85847,FL,2024-08-04,Commercial Auto,Rate Decrease,-3.1,2024-11-13,1.0,0.969,"FL-West, FL-Central",4.6,1712,1659,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-10-09
Pacific Crest Underwriters,85847,MA,2024-09-30,Commercial Auto,Rate Decrease,-6.5,2025-01-25,1.0,0.935,"MA-South, MA-West",8.6,2248,2102,Premium Below Market Avg,Budget,Actuarial Department,Approved,2024-11-07
Pacific Crest Underwriters,85847,MD,2025-08-08,Commercial Auto,Rate Increase,9.4,2025-10-18,1.0,1.094,"MD-North, MD-South",7.9,1461,1598,Premium Above Market Avg,Premium,Actuarial Department,Pending,
Pacific Crest Underwriters,85847,NC,2025-02-05,Commercial Auto,Rate Increase,7.2,2025-04-01,1.0,1.072,"NC-North, NC-West",5.7,1094,1173,Premium Above Market Avg,Premium,Actuarial Department,Pending,
Pacific Crest Underwriters,85847,NJ,2024-08-15,Commercial Auto,Rate Increase,6.4,2024-11-21,1.0,1.064,"NJ-North, NJ-East",6.7,1245,1325,Premium Above Market Avg,Budget,Actuarial Department,Pending,
Pacific Crest Underwriters,85847,NY,2025-09-28,Commercial Auto,Rate Decrease,-5.2,2025-12-14,1.0,0.948,"NY-West, NY-South",1.6,1085,1029,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-11-24
Pacific Crest Underwriters,85847,OR,2025-05-24,Commercial Auto,Rate Increase,6.7,2025-09-12,1.0,1.067,"OR-North, OR-South, OR-West",4.8,2385,2545,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-08-29
Pacific Crest Underwriters,85847,VA,2025-07-13,Commercial Auto,Rate Decrease,-6.9,2025-08-30,1.0,0.931,"VA-East, VA-Central",1.4,1624,1512,Premium Below Market Avg,Budget,Actuarial Department,Approved,2025-08-12
Pacific Crest Underwriters,85847,WA,2025-07-06,Commercial Auto,New Filing,0.0,2025-08-29,1.0,1.0,"WA-South, WA-North",7.7,1805,1805,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-08-18
Pacific Crest Underwriters,85847,CA,2024-10-03,Homeowners,Rate Increase,8.4,2025-01-20,1.0,1.084,"CA-Central, CA-South",4.7,2799,3034,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-01-12
Pacific Crest Underwriters,85847,FL,2025-05-22,Homeowners,Rate Increase,11.5,2025-08-26,1.0,1.115,"FL-West, FL-South",6.0,1327,1480,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-07-03
Pacific Crest Underwriters,85847,MA,2024-10-22,Homeowners,Rate Decrease,-6.8,2025-01-27,1.0,0.932,"MA-East, MA-Central, MA-North",2.6,2466,2298,Premium Below Market Avg,Premium,Actuarial Department,Rejected,
Pacific Crest Underwriters,85847,MD,2024-12-13,Homeowners,New Filing,0.0,2025-03-29,1.0,1.0,"MD-South, MD-Central",2.0,1494,1494,At Market Avg,Mid-Tier,Actuarial Department,Pending,
Pacific Crest Underwriters,85847,NC,2024-09-12,Homeowners,Rate Decrease,-2.3,2024-10-25,1.0,0.977,"NC-Central, NC-East",1.3,1692,1653,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-10-23
Pacific Crest Underwriters,85847,NJ,2024-08-12,Homeowners,Rate Increase,10.2,2024-12-05,1.0,1.102,"NJ-Central, NJ-West",17.1,3157,3479,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Pacific Crest Underwriters,85847,NY,2025-08-15,Homeowners,Rate Increase,11.6,2025-12-02,1.0,1.116,"NY-South, NY-Central, NY-East",3.4,1578,1761,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-10-05
Pacific Crest Underwriters,85847,OR,2024-12-05,Homeowners,Rate Increase,10.8,2025-02-07,1.0,1.108,"OR-South, OR-East",3.5,2863,3172,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-01-16
Pacific Crest Underwriters,85847,VA,2024-09-05,Homeowners,Rate Increase,11.5,2024-12-23,1.0,1.115,"VA-North, VA-Central, VA-West",8.2,1253,1397,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Pacific Crest Underwriters,85847,WA,2024-08-16,Homeowners,Rate Increase,6.5,2024-11-09,1.0,1.065,"WA-Central, WA-East",6.8,3377,3597,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Pacific Crest Underwriters,85847,CA,2024-06-09,Personal Auto,Rate Increase,1.8,2024-09-05,1.0,1.018,"CA-North, CA-East, CA-West",2.1,894,910,At Market Avg,Mid-Tier,Actuarial Department,Approved,2024-07-09
Pacific Crest Underwriters,85847,FL,2025-12-10,Personal Auto,Rate Increase,5.5,2026-02-24,1.0,1.055,"FL-West, FL-North",5.5,991,1046,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2026-02-05
Pacific Crest Underwriters,85847,MA,2024-12-15,Personal Auto,Rate Decrease,-2.4,2025-03-25,1.0,0.976,"MA-Central, MA-East",7.0,1539,1502,Premium Below Market Avg,Budget,Actuarial Department,Pending,
Pacific Crest Underwriters,85847,MD,2025-02-09,Personal Auto,Rate Decrease,-4.6,2025-05-11,1.0,0.954,"MD-West, MD-North, MD-East",7.1,950,906,Premium Below Market Avg,Budget,Actuarial Department,Withdrawn,
Pacific Crest Underwriters,85847,NC,2025-10-08,Personal Auto,Rate Increase,5.0,2026-01-11,1.0,1.05,"NC-West, NC-North",3.5,1299,1364,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-12-13
Pacific Crest Underwriters,85847,NJ,2025-07-24,Personal Auto,New Filing,0.0,2025-10-26,1.0,1.0,"NJ-East, NJ-North",8.0,821,821,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-10-15
Pacific Crest Underwriters,85847,NY,2025-12-14,Personal Auto,Rate Decrease,-3.8,2026-04-08,1.0,0.962,"NY-West, NY-South",2.8,1162,1118,Premium Below Market Avg,Budget,Actuarial Department,Approved,2026-02-22
Pacific Crest Underwriters,85847,OR,2025-03-31,Personal Auto,Rate Increase,11.2,2025-05-02,1.0,1.112,"OR-West, OR-East, OR-South",3.4,839,933,Premium Above Market Avg,Budget,Actuarial Department,Pending,
Pacific Crest Underwriters,85847,VA,2025-05-14,Personal Auto,Rate Increase,8.6,2025-08-14,1.0,1.086,"VA-North, VA-Central",9.3,1241,1348,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-07-05
Pacific Crest Underwriters,85847,WA,2025-03-21,Personal Auto,Rate Increase,6.9,2025-07-16,1.0,1.069,"WA-East, WA-West, WA-North",4.6,1272,1360,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-06-09
Pacific Crest Underwriters,85847,CA,2025-01-03,Workers Comp,Rate Decrease,-6.5,2025-04-07,1.0,0.935,"CA-South, CA-North, CA-West",11.8,2054,1920,Premium Below Market Avg,Premium,Actuarial Department,Rejected,
Pacific Crest Underwriters,85847,FL,2024-10-26,Workers Comp,Rate Increase,11.0,2025-01-18,1.0,1.11,"FL-North, FL-South",6.7,1945,2159,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Pacific Crest Underwriters,85847,MA,2025-06-21,Workers Comp,Rate Decrease,-7.0,2025-09-29,1.0,0.93,"MA-South, MA-West",5.9,1038,965,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-09-21
Pacific Crest Underwriters,85847,MD,2024-11-24,Workers Comp,Rate Decrease,-7.3,2025-03-21,1.0,0.927,"MD-South, MD-North",10.2,1033,958,Premium Below Market Avg,Budget,Actuarial Department,Pending,
Pacific Crest Underwriters,85847,NC,2025-07-07,Workers Comp,Rate Increase,6.8,2025-10-09,1.0,1.068,"NC-Central, NC-North",2.5,2559,2733,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-09-15
Pacific Crest Underwriters,85847,NJ,2025-06-25,Workers Comp,Rate Decrease,-5.6,2025-09-18,1.0,0.944,"NJ-South, NJ-East",0.4,1461,1379,Premium Below Market Avg,Budget,Actuarial Department,Approved,2025-08-21
Pacific Crest Underwriters,85847,NY,2024-08-08,Workers Comp,Rate Increase,3.4,2024-10-19,1.0,1.034,"NY-West, NY-North",2.7,2638,2728,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-10-03
Pacific Crest Underwriters,85847,OR,2025-11-20,Workers Comp,Rate Increase,7.0,2026-02-23,1.0,1.07,"OR-South, OR-North, OR-Central",3.6,2882,3084,Premium Above Market Avg,Budget,Actuarial Department,Approved,2026-01-17
Pacific Crest Underwriters,85847,VA,2025-10-22,Workers Comp,Rate Decrease,-6.5,2025-12-25,1.0,0.935,"VA-South, VA-East, VA-North",5.6,1539,1439,Premium Below Market Avg,Budget,Actuarial Department,Approved,2025-12-21
Pacific Crest Underwriters,85847,WA,2024-10-04,Workers Comp,New Filing,0.0,2025-01-01,1.0,1.0,"WA-East, WA-West",3.0,2727,2727,At Market Avg,Mid-Tier,Actuarial Department,Approved,2024-12-18
Pioneer Assurance Group,41715,CA,2024-08-07,Commercial Auto,Rate Increase,1.2,2024-11-26,1.0,1.012,"CA-West, CA-East",5.1,2402,2431,At Market Avg,Premium,Actuarial Department,Pending,
Pioneer Assurance Group,41715,FL,2025-04-14,Commercial Auto,Rate Increase,4.7,2025-08-05,1.0,1.047,"FL-Central, FL-East",1.3,1757,1840,Premium Above Market Avg,Premium,Actuarial Department,Pending,
Pioneer Assurance Group,41715,MA,2025-07-26,Commercial Auto,Rate Increase,4.7,2025-10-22,1.0,1.047,"MA-East, MA-Central",7.3,1733,1814,Premium Above Market Avg,Premium,Actuarial Department,Rejected,
Pioneer Assurance Group,41715,MD,2024-09-02,Commercial Auto,Rate Increase,6.7,2024-10-17,1.0,1.067,"MD-South, MD-North",5.9,1524,1626,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-10-24
Pioneer Assurance Group,41715,NC,2025-01-26,Commercial Auto,Rate Increase,7.5,2025-04-15,1.0,1.075,"NC-South, NC-East",6.0,1015,1091,Premium Above Market Avg,Budget,Actuarial Department,Rejected,
Pioneer Assurance Group,41715,NJ,2024-09-17,Commercial Auto,Rate Decrease,-5.2,2024-12-25,1.0,0.948,"NJ-West, NJ-North",2.7,1024,971,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-12-13
Pioneer Assurance Group,41715,NY,2024-09-16,Commercial Auto,Rate Increase,3.9,2024-11-25,1.0,1.039,"NY-North, NY-South",2.8,2130,2213,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Pioneer Assurance Group,41715,OR,2025-03-21,Commercial Auto,Rate Increase,6.1,2025-04-29,1.0,1.061,"OR-South, OR-Central",11.7,2236,2372,Premium Above Market Avg,Premium,Actuarial Department,Approved,2025-04-30
Pioneer Assurance Group,41715,VA,2024-08-07,Commercial Auto,Rate Increase,4.5,2024-10-05,1.0,1.045,"VA-Central, VA-North",7.7,1566,1636,Premium Above Market Avg,Premium,Actuarial Department,Approved,2024-09-24
Pioneer Assurance Group,41715,WA,2024-08-13,Commercial Auto,Rate Increase,5.2,2024-10-08,1.0,1.052,"WA-Central, WA-North",9.5,2055,2162,Premium Above Market Avg,Premium,Actuarial Department,Approved,2024-10-03
Pioneer Assurance Group,41715,CA,2025-01-25,Homeowners,Rate Increase,5.9,2025-05-11,1.0,1.059,"CA-North, CA-South",8.6,1213,1285,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Pioneer Assurance Group,41715,FL,2024-09-30,Homeowners,Rate Increase,8.8,2024-12-15,1.0,1.088,"FL-East, FL-West",5.6,2093,2277,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-11-27
Pioneer Assurance Group,41715,MA,2025-03-23,Homeowners,Rate Decrease,-3.1,2025-05-14,1.0,0.969,"MA-South, MA-East, MA-Central",1.4,2092,2027,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-05-10
Pioneer Assurance Group,41715,MD,2025-11-10,Homeowners,Rate Decrease,-1.3,2026-02-13,1.0,0.987,"MD-South, MD-Central",7.0,3032,2993,At Market Avg,Mid-Tier,Actuarial Department,Pending,
Pioneer Assurance Group,41715,NC,2025-03-08,Homeowners,Rate Increase,3.6,2025-05-30,1.0,1.036,"NC-East, NC-West, NC-North",3.1,1548,1604,Premium Above Market Avg,Premium,Actuarial Department,Pending,
Pioneer Assurance Group,41715,NJ,2024-06-21,Homeowners,Rate Increase,4.8,2024-10-04,1.0,1.048,"NJ-East, NJ-Central",7.7,1187,1244,Premium Above Market Avg,Premium,Actuarial Department,Approved,2024-08-23
Pioneer Assurance Group,41715,NY,2025-06-01,Homeowners,New Filing,0.0,2025-07-09,1.0,1.0,"NY-North, NY-Central, NY-East",4.2,1782,1782,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-07-24
Pioneer Assurance Group,41715,OR,2025-06-01,Homeowners,New Filing,0.0,2025-09-01,1.0,1.0,"OR-Central, OR-South",1.8,2851,2851,At Market Avg,Budget,Actuarial Department,Approved,2025-07-12
Pioneer Assurance Group,41715,VA,2025-05-19,Homeowners,Rate Increase,6.1,2025-06-26,1.0,1.061,"VA-South, VA-West",6.1,2349,2492,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Pioneer Assurance Group,41715,WA,2024-09-24,Homeowners,Rate Increase,4.7,2025-01-03,1.0,1.047,"WA-East, WA-North",4.2,2309,2418,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-12-06
Pioneer Assurance Group,41715,CA,2025-04-06,Personal Auto,Rate Decrease,-3.3,2025-06-06,1.0,0.967,"CA-North, CA-South",5.4,830,803,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-05-13
Pioneer Assurance Group,41715,FL,2024-05-12,Personal Auto,Rate Increase,4.4,2024-08-31,1.0,1.044,"FL-South, FL-East",4.2,823,859,Premium Above Market Avg,Budget,Actuarial Department,Pending,
Pioneer Assurance Group,41715,MA,2025-02-14,Personal Auto,Rate Decrease,-2.5,2025-05-21,1.0,0.975,"MA-South, MA-Central",2.8,891,869,Premium Below Market Avg,Premium,Actuarial Department,Approved,2025-04-09
Pioneer Assurance Group,41715,MD,2025-07-04,Personal Auto,Rate Increase,6.3,2025-08-18,1.0,1.063,"MD-South, MD-West",5.1,1411,1500,Premium Above Market Avg,Budget,Actuarial Department,Rejected,
Pioneer Assurance Group,41715,NC,2025-04-25,Personal Auto,Rate Decrease,-5.7,2025-06-06,1.0,0.943,"NC-West, NC-Central, NC-East",2.9,1513,1427,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-06-05
Pioneer Assurance Group,41715,NJ,2025-07-05,Personal Auto,Rate Decrease,-2.7,2025-10-27,1.0,0.973,"NJ-East, NJ-North, NJ-Central",1.6,1492,1452,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-10-06
Pioneer Assurance Group,41715,NY,2025-12-06,Personal Auto,Rate Increase,3.7,2026-01-17,1.0,1.037,"NY-Central, NY-East, NY-North",2.8,1165,1208,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-12-30
Pioneer Assurance Group,41715,OR,2025-11-19,Personal Auto,Rate Increase,6.3,2026-01-12,1.0,1.063,"OR-West, OR-South, OR-East",5.8,1406,1495,Premium Above Market Avg,Premium,Actuarial Department,Pending,
Pioneer Assurance Group,41715,VA,2025-01-21,Personal Auto,New Filing,0.0,2025-05-13,1.0,1.0,"VA-North, VA-East",3.8,1436,1436,At Market Avg,Mid-Tier,Actuarial Department,Approved,2025-05-02
Pioneer Assurance Group,41715,WA,2025-02-15,Personal Auto,Rate Decrease,-6.5,2025-04-12,1.0,0.935,"WA-Central, WA-East",5.7,1574,1472,Premium Below Market Avg,Mid-Tier,Actuarial Department,Pending,
Pioneer Assurance Group,41715,CA,2024-06-10,Workers Comp,Rate Increase,7.2,2024-08-11,1.0,1.072,"CA-West, CA-South",7.0,2290,2455,Premium Above Market Avg,Mid-Tier,Actuarial Department,Pending,
Pioneer Assurance Group,41715,FL,2025-04-16,Workers Comp,Rate Increase,4.1,2025-08-14,1.0,1.041,"FL-West, FL-South",3.4,2060,2144,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-07-02
Pioneer Assurance Group,41715,MA,2024-09-13,Workers Comp,Rate Decrease,-3.3,2024-10-13,1.0,0.967,"MA-North, MA-East",0.9,2984,2886,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-10-07
Pioneer Assurance Group,41715,MD,2025-06-16,Workers Comp,Rate Increase,10.1,2025-09-10,1.0,1.101,"MD-East, MD-Central",13.5,1233,1358,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2025-09-07
Pioneer Assurance Group,41715,NC,2024-09-17,Workers Comp,Rate Increase,4.0,2024-11-02,1.0,1.04,"NC-South, NC-North",9.6,1828,1901,Premium Above Market Avg,Premium,Actuarial Department,Approved,2024-10-21
Pioneer Assurance Group,41715,NJ,2025-05-04,Workers Comp,Rate Decrease,-1.8,2025-08-29,1.0,0.982,"NJ-South, NJ-West, NJ-Central",2.6,2289,2248,At Market Avg,Budget,Actuarial Department,Approved,2025-07-14
Pioneer Assurance Group,41715,NY,2024-10-02,Workers Comp,Rate Decrease,-7.6,2024-12-23,1.0,0.924,"NY-North, NY-East",2.6,1732,1600,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2024-12-05
Pioneer Assurance Group,41715,OR,2025-08-24,Workers Comp,Rate Increase,8.8,2025-10-19,1.0,1.088,"OR-East, OR-Central",13.4,2383,2593,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-10-18
Pioneer Assurance Group,41715,VA,2025-06-20,Workers Comp,Rate Increase,9.0,2025-10-12,1.0,1.09,"VA-East, VA-Central",4.5,2169,2364,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-07-31
Pioneer Assurance Group,41715,WA,2025-01-25,Workers Comp,Rate Decrease,-5.8,2025-04-18,1.0,0.942,"WA-East, WA-West",10.4,1501,1414,Premium Below Market Avg,Mid-Tier,Actuarial Department,Approved,2025-04-05
Seaboard Indemnity Co.,70049,CA,2024-06-11,Commercial Auto,Rate Increase,9.1,2024-09-28,1.0,1.091,"CA-West, CA-North",3.5,1547,1688,Premium Above Market Avg,Mid-Tier,Actuarial Department,Approved,2024-07-28
Seaboard Indemnity Co.,70049,FL,2024-11-27,Commercial Auto,Rate Increase,7.6,2025-03-26,1.0,1.076,"FL-Central, FL-South",2.6,1209,1301,Premium Above Market Avg,Budget,Actuarial Department,Approved,2025-02-27
Seaboard Indemnity Co.,70049,MA,2024-07-02,Commercial Auto,Rate Increase,5.6,2024-09-20,1.0,1.056,"MA-West, MA-Central",8.1,1210,1278,Premium Above Market Avg,Budget,Actuarial Department,Approved,2024-09-18
Seaboard Indemnity Co.,70049,MD,2025-08-05,Commercial Auto,Rate Increase,4.1,2025-11-03,1.0,1.041,"MD-South, MD-West, MD-North",6.6,2234,2326,Premium Above Market Avg,Budget,Actuarial Department,Pending,
