Company,LOB,Date,Currency,State,NetEarnedPremium_MUSD,NetWrittenPremium_MUSD,GrossWrittenPremium_MUSD,ClaimPaid_MUSD,LAE_MUSD,LossRatio_Pct,Expenses_MUSD,Retention_Ratio_Pct,Combined_Ratio_Pct,AvgSettlementDays,LitigationRate_Pct,ClaimSettlementRatio_Pct,RenewalRate_Pct,NewPoliciesIssued_Pct
Liberty Bay Indemnity,Commercial Auto,12/31/2023,USD,CA,409,421,458,284,33,77.5,111,91.92,104.65,35,7.25,91.55,9.41,2.73
Liberty Bay Indemnity,Commercial Auto,12/31/2024,USD,CA,1084,1116,1173,713,70,72.2,287,95.14,98.71,22,8.6,94.79,9.17,9.06
Liberty Bay Indemnity,Commercial Auto,12/31/2023,USD,FL,772,795,865,537,62,77.6,205,91.91,104.15,36,9.03,90.3,9.02,2.92
Liberty Bay Indemnity,Commercial Auto,12/31/2024,USD,FL,1565,1612,1694,1030,102,72.3,362,95.16,95.46,24,9.22,93.61,10.48,7.25
Liberty Bay Indemnity,Commercial Auto,12/31/2023,USD,MA,779,802,872,542,62,77.5,217,91.97,105.39,33,13.62,93.09,9.86,2.45
Liberty Bay Indemnity,Commercial Auto,12/31/2024,USD,MA,2290,2359,2480,1507,149,72.3,584,95.12,97.82,20,11.17,94.3,10.13,8.82
Liberty Bay Indemnity,Commercial Auto,12/31/2023,USD,MD,174,179,195,121,14,77.6,42,91.79,101.72,38,7.57,91.52,10.52,2.13
Liberty Bay Indemnity,Commercial Auto,12/31/2024,USD,MD,1187,1223,1285,781,77,72.3,312,95.18,98.57,21,9.66,94.12,8.21,5.21
Liberty Bay Indemnity,Commercial Auto,12/31/2023,USD,NC,502,517,562,349,40,77.5,119,91.99,101.2,41,5.79,89,9.13,2.82
Liberty Bay Indemnity,Commercial Auto,12/31/2024,USD,NC,3406,3508,3688,2241,221,72.3,856,95.12,97.42,20,11.66,93.34,11.25,5
Liberty Bay Indemnity,Commercial Auto,12/31/2023,USD,NJ,956,985,1072,665,76,77.5,262,91.88,104.92,42,7.64,92.21,10.83,2.86
Liberty Bay Indemnity,Commercial Auto,12/31/2024,USD,NJ,649,668,703,427,42,72.3,187,95.02,101.08,20,10.53,94.04,9.93,8.01
Liberty Bay Indemnity,Commercial Auto,12/31/2023,USD,NY,107,110,120,74,9,77.6,31,91.67,106.54,39,8.12,93.86,10.35,2.38
Liberty Bay Indemnity,Commercial Auto,12/31/2024,USD,NY,1947,2005,2108,1281,127,72.3,487,95.11,97.33,19,8.17,94.37,9.78,5.46
Liberty Bay Indemnity,Commercial Auto,12/31/2023,USD,OR,667,687,747,464,53,77.5,168,91.97,102.7,38,11.84,93.11,11.13,2.2
Liberty Bay Indemnity,Commercial Auto,12/31/2024,USD,OR,365,376,395,240,24,72.3,102,95.19,100.27,21,8.8,92.21,8.63,7.16
Liberty Bay Indemnity,Commercial Auto,12/31/2023,USD,VA,535,551,600,372,43,77.6,124,91.83,100.75,36,11.48,90.02,8.94,2.08
Liberty Bay Indemnity,Commercial Auto,12/31/2024,USD,VA,372,383,403,245,24,72.3,106,95.04,100.81,23,9,93.37,9.09,5.16
Liberty Bay Indemnity,Commercial Auto,12/31/2023,USD,WA,9,10,12,6,1,77.8,2,83.33,100,39,13.56,89.34,10.37,2.56
Liberty Bay Indemnity,Commercial Auto,12/31/2024,USD,WA,485,500,526,319,32,72.4,103,95.06,93.61,22,6.28,92.82,8.98,8.65
Liberty Bay Indemnity,Homeowners,12/31/2023,USD,CA,1511,1541,1556,1012,128,75.4,544,99.04,111.45,26,0.57,94.26,11.07,1.88
Liberty Bay Indemnity,Homeowners,12/31/2024,USD,CA,341,348,351,223,22,71.8,110,99.15,104.11,21,0.38,95.86,11.15,4.7
Liberty Bay Indemnity,Homeowners,12/31/2023,USD,FL,3916,3994,4034,2622,333,75.5,1410,99.01,111.47,19,0.84,95.82,10.3,1.15
Liberty Bay Indemnity,Homeowners,12/31/2024,USD,FL,157,160,162,102,10,71.3,57,98.77,107.64,20,0.33,96.61,12.7,2.48
Liberty Bay Indemnity,Homeowners,12/31/2023,USD,MA,3249,3314,3347,2176,276,75.5,1170,99.01,111.48,27,0.73,94.39,10.93,1.64
Liberty Bay Indemnity,Homeowners,12/31/2024,USD,MA,318,324,327,208,21,72,103,99.08,104.4,23,0.32,95.28,11.45,4.26
Liberty Bay Indemnity,Homeowners,12/31/2023,USD,MD,2083,2125,2146,1395,177,75.5,750,99.02,111.47,26,0.54,94.73,11.41,1.42
Liberty Bay Indemnity,Homeowners,12/31/2024,USD,MD,401,409,413,262,26,71.8,134,99.03,105.24,24,0.24,97.21,11.09,3.09
Liberty Bay Indemnity,Homeowners,12/31/2023,USD,NC,4559,4650,4696,3053,388,75.5,1641,99.02,111.47,23,0.46,95.09,13.97,1.17
Liberty Bay Indemnity,Homeowners,12/31/2024,USD,NC,44,45,46,29,3,72.7,15,97.83,106.82,27,0.87,95.55,11.03,3.35
Liberty Bay Indemnity,Homeowners,12/31/2023,USD,NJ,11619,11851,11970,7781,988,75.5,4183,99.01,111.47,19,0.88,96.25,14.51,1.01
Liberty Bay Indemnity,Homeowners,12/31/2024,USD,NJ,171,174,176,112,11,71.9,56,98.86,104.68,27,0.44,95.66,13.45,2.41
Liberty Bay Indemnity,Homeowners,12/31/2023,USD,NY,1601,1633,1649,1072,136,75.5,576,99.03,111.43,19,0.67,94.56,12.22,1.25
Liberty Bay Indemnity,Homeowners,12/31/2024,USD,NY,263,268,271,172,17,71.9,88,98.89,105.32,24,0.8,96.03,13.46,4.84
Liberty Bay Indemnity,Homeowners,12/31/2023,USD,OR,1690,1724,1741,1132,144,75.5,608,99.02,111.48,24,0.87,94.5,12.26,1.09
Liberty Bay Indemnity,Homeowners,12/31/2024,USD,OR,305,311,314,199,20,71.8,109,99.04,107.54,27,0.72,97.78,13.44,4.33
Liberty Bay Indemnity,Homeowners,12/31/2023,USD,VA,1005,1025,1035,673,85,75.4,362,99.03,111.44,23,0.3,94.09,13.85,1.36
Liberty Bay Indemnity,Homeowners,12/31/2024,USD,VA,48,49,50,31,3,70.8,15,98,102.08,16,0.33,97.61,14.04,2.88
Liberty Bay Indemnity,Homeowners,12/31/2023,USD,WA,1182,1206,1218,792,100,75.5,426,99.01,111.51,17,0.76,96.77,13.37,1.85
Liberty Bay Indemnity,Homeowners,12/31/2024,USD,WA,149,152,154,97,10,71.8,54,98.7,108.05,25,0.33,98,11.78,3.07
Liberty Bay Indemnity,Personal Auto,12/31/2023,USD,CA,462,476,532,302,37,73.4,151,89.47,106.06,13,3.39,95.88,14.29,2.15
Liberty Bay Indemnity,Personal Auto,12/31/2024,USD,CA,3635,3744,4140,2325,273,71.5,1081,90.43,101.21,11,2,96.24,13.81,8.95
Liberty Bay Indemnity,Personal Auto,12/31/2023,USD,FL,636,655,732,416,51,73.4,199,89.48,104.72,10,2.8,94.92,11.86,2.27
Liberty Bay Indemnity,Personal Auto,12/31/2024,USD,FL,924,952,1053,591,69,71.4,279,90.41,101.62,21,2.76,97.46,11.46,8.35
Liberty Bay Indemnity,Personal Auto,12/31/2023,USD,MA,46,47,53,30,4,73.9,14,88.68,104.35,19,2.88,95.98,14.15,2.71
Liberty Bay Indemnity,Personal Auto,12/31/2024,USD,MA,726,748,827,464,54,71.3,216,90.45,101.1,12,2.32,96.65,11.51,9.5
Liberty Bay Indemnity,Personal Auto,12/31/2023,USD,MD,661,681,761,432,53,73.4,218,89.49,106.35,17,3.89,94.61,12.79,2.5
Liberty Bay Indemnity,Personal Auto,12/31/2024,USD,MD,204,210,232,131,15,71.6,63,90.52,102.45,16,3.26,96.93,12.57,8.79
Liberty Bay Indemnity,Personal Auto,12/31/2023,USD,NC,577,594,663,377,46,73.3,188,89.59,105.89,14,3.53,96.68,11.8,2.87
Liberty Bay Indemnity,Personal Auto,12/31/2024,USD,NC,1678,1728,1911,1073,126,71.5,497,90.42,101.07,21,2.57,95.04,11.44,7.07
Liberty Bay Indemnity,Personal Auto,12/31/2023,USD,NJ,243,250,279,159,19,73.3,79,89.61,105.76,26,3.14,94.81,14.37,2.91
Liberty Bay Indemnity,Personal Auto,12/31/2024,USD,NJ,118,122,135,75,9,71.2,36,90.37,101.69,29,2.14,95.56,13.51,9.84
Liberty Bay Indemnity,Personal Auto,12/31/2023,USD,NY,108,111,124,71,9,74.1,34,89.52,105.56,27,2.6,94.69,13.76,2.9
Liberty Bay Indemnity,Personal Auto,12/31/2024,USD,NY,1447,1490,1648,926,109,71.5,438,90.41,101.8,19,2.02,96.56,13.78,7.75
Liberty Bay Indemnity,Personal Auto,12/31/2023,USD,OR,159,164,183,104,13,73.6,49,89.62,104.4,20,3.81,96.09,11.55,2.2
Liberty Bay Indemnity,Personal Auto,12/31/2024,USD,OR,567,584,646,363,43,71.6,167,90.4,101.06,14,3.22,95.34,12.34,5.1
Liberty Bay Indemnity,Personal Auto,12/31/2023,USD,VA,721,743,829,471,58,73.4,231,89.63,105.41,25,2.53,95.84,13.15,2.15
Liberty Bay Indemnity,Personal Auto,12/31/2024,USD,VA,1203,1239,1370,770,90,71.5,353,90.44,100.83,24,2.03,97.31,13.76,6.23
Liberty Bay Indemnity,Personal Auto,12/31/2023,USD,WA,51,53,60,33,4,72.5,16,88.33,103.92,20,2.67,95.22,11.98,2.24
Liberty Bay Indemnity,Personal Auto,12/31/2024,USD,WA,1046,1077,1191,669,78,71.4,321,90.43,102.1,21,3.62,97.33,12.49,8.18
Liberty Bay Indemnity,Workers Comp,12/31/2023,USD,CA,4,5,7,3,0,75,1,71.43,100,262,13.6,96.1,-1.47,1.83
Liberty Bay Indemnity,Workers Comp,12/31/2024,USD,CA,361,368,432,240,23,72.9,89,85.19,97.51,247,11.33,98.77,-1.47,0.33
Liberty Bay Indemnity,Workers Comp,12/31/2023,USD,FL,2,3,5,1,0,50,1,60,100,148,10.69,94.35,-1.47,0.27
Liberty Bay Indemnity,Workers Comp,12/31/2024,USD,FL,2734,2789,3270,1819,178,73,710,85.29,99.01,390,14.78,97.49,-1.47,0.27
Liberty Bay Indemnity,Workers Comp,12/31/2023,USD,MA,0,0,1,0,0,,0,0,,340,13.59,96.52,-1.47,0.76
Liberty Bay Indemnity,Workers Comp,12/31/2024,USD,MA,136,139,163,90,9,72.8,33,85.28,97.06,281,12.32,98.49,-1.47,0.46
Liberty Bay Indemnity,Workers Comp,12/31/2023,USD,MD,3,4,6,2,0,66.7,1,66.67,100,87,17.62,94.58,-1.47,1.49
Liberty Bay Indemnity,Workers Comp,12/31/2024,USD,MD,1419,1447,1696,944,92,73,330,85.32,96.26,388,16.42,95.25,-1.47,0.01
Liberty Bay Indemnity,Workers Comp,12/31/2023,USD,NC,8,9,12,6,1,87.5,2,75,112.5,197,16.44,96.1,-1.47,0.68
Liberty Bay Indemnity,Workers Comp,12/31/2024,USD,NC,405,413,484,269,26,72.8,98,85.33,97.04,520,10.93,97.46,-1.47,0.39
Liberty Bay Indemnity,Workers Comp,12/31/2023,USD,NJ,6,7,10,4,0,66.7,1,70,83.33,145,17.11,94.31,-1.47,1.29
Liberty Bay Indemnity,Workers Comp,12/31/2024,USD,NJ,251,256,301,167,16,72.9,59,85.05,96.41,502,18.99,98.47,-1.47,0.04
Liberty Bay Indemnity,Workers Comp,12/31/2023,USD,NY,3,4,6,2,0,66.7,1,66.67,100,176,17.7,95.24,-1.47,0.88
Liberty Bay Indemnity,Workers Comp,12/31/2024,USD,NY,602,614,720,400,39,72.9,155,85.28,98.67,554,18.01,96.25,-1.47,0.14
Liberty Bay Indemnity,Workers Comp,12/31/2023,USD,OR,9,10,13,6,1,77.8,2,76.92,100,257,12.52,95,-1.47,1.92
Liberty Bay Indemnity,Workers Comp,12/31/2024,USD,OR,1959,1998,2343,1303,127,73,464,85.28,96.68,222,11.62,96.09,-1.47,0.44
Liberty Bay Indemnity,Workers Comp,12/31/2023,USD,VA,6,7,10,4,0,66.7,1,70,83.33,244,19.5,96.51,-1.47,0.28
Liberty Bay Indemnity,Workers Comp,12/31/2024,USD,VA,1900,1938,2272,1264,124,73.1,465,85.3,97.53,280,13.23,96.18,-1.47,0.32
Liberty Bay Indemnity,Workers Comp,12/31/2023,USD,WA,6,7,10,4,0,66.7,1,70,83.33,147,14.83,97.12,-1.47,1.89
Liberty Bay Indemnity,Workers Comp,12/31/2024,USD,WA,1423,1451,1702,947,93,73.1,348,85.25,97.54,144,15.62,96.26,-1.47,0.08
Mariner General,Commercial Auto,12/31/2023,USD,CA,551,568,618,383,44,77.5,115,91.91,98.37,36,11.54,93.54,8.44,2.95
Mariner General,Commercial Auto,12/31/2024,USD,CA,611,629,661,402,40,72.3,137,95.16,94.76,22,6.8,94.04,8.8,9.08
Mariner General,Commercial Auto,12/31/2023,USD,FL,262,270,294,182,21,77.5,75,91.84,106.11,39,9.13,93.82,9.38,2.69
Mariner General,Commercial Auto,12/31/2024,USD,FL,29,30,32,19,2,72.4,8,93.75,100,26,12.52,92.08,10.12,9.16
Mariner General,Commercial Auto,12/31/2023,USD,MA,204,210,228,142,16,77.5,54,92.11,103.92,39,12.86,91.57,10.76,2.32
Mariner General,Commercial Auto,12/31/2024,USD,MA,63,65,69,41,4,71.4,17,94.2,98.41,22,8.9,94.08,9.6,9.51
Mariner General,Commercial Auto,12/31/2023,USD,MD,61,63,69,42,5,77,17,91.3,104.92,39,6.65,92.16,10.3,2.63
Mariner General,Commercial Auto,12/31/2024,USD,MD,118,122,128,78,8,72.9,24,95.31,93.22,22,7.95,94.23,11.45,9.51
Mariner General,Commercial Auto,12/31/2023,USD,NC,367,378,411,255,29,77.4,87,91.97,101.09,42,5.48,91.41,8.62,2.85
Mariner General,Commercial Auto,12/31/2024,USD,NC,384,396,416,253,25,72.4,98,95.19,97.92,19,10.29,94.71,11.68,6.94
Mariner General,Commercial Auto,12/31/2023,USD,NJ,159,164,179,111,13,78,37,91.62,101.26,33,6.42,90.88,11.38,2.47
Mariner General,Commercial Auto,12/31/2024,USD,NJ,589,607,638,388,38,72.3,168,95.14,100.85,28,13.07,91.14,8.78,6.74
Mariner General,Commercial Auto,12/31/2023,USD,NY,251,259,282,175,20,77.7,62,91.84,102.39,39,12.16,89.37,8.1,2.8
Mariner General,Commercial Auto,12/31/2024,USD,NY,299,308,324,197,19,72.2,83,95.06,100,27,8.12,93.75,8.3,9.36
Mariner General,Commercial Auto,12/31/2023,USD,OR,113,116,126,79,9,77.9,32,92.06,106.19,37,9.58,89.37,10.12,2.41
Mariner General,Commercial Auto,12/31/2024,USD,OR,43,44,47,28,3,72.1,11,93.62,97.67,21,13.15,93.7,10.77,9.55
Mariner General,Commercial Auto,12/31/2023,USD,VA,31,32,35,22,2,77.4,9,91.43,106.45,39,6.12,90.21,11.91,2.34
Mariner General,Commercial Auto,12/31/2024,USD,VA,429,442,464,282,28,72.3,111,95.26,98.14,23,15,94.76,11.75,9.81
Mariner General,Commercial Auto,12/31/2023,USD,WA,5,6,7,4,0,80,1,85.71,100,39,10.12,92.9,9.7,2.55
Mariner General,Commercial Auto,12/31/2024,USD,WA,94,97,102,62,6,72.3,22,95.1,95.74,24,11.41,94.28,11.14,8.65
Mariner General,Homeowners,12/31/2023,USD,CA,51,52,53,34,4,74.5,18,98.11,109.8,22,0.61,96.15,11.16,1.69
Mariner General,Homeowners,12/31/2024,USD,CA,1793,1829,1847,1170,117,71.8,618,99.03,106.25,28,0.8,97.09,14.54,3.32
Mariner General,Homeowners,12/31/2023,USD,FL,1308,1334,1347,876,111,75.5,471,99.03,111.47,17,0.3,94.11,10.55,1.96
Mariner General,Homeowners,12/31/2024,USD,FL,2672,2725,2752,1744,174,71.8,926,99.02,106.44,17,0.39,97.08,14.11,4.12
Mariner General,Homeowners,12/31/2023,USD,MA,538,549,554,360,46,75.5,194,99.1,111.52,20,0.59,94.22,12.33,1.47
Mariner General,Homeowners,12/31/2024,USD,MA,1832,1869,1888,1196,119,71.8,596,98.99,104.31,20,0.83,96.66,14.18,4.71
Mariner General,Homeowners,12/31/2023,USD,MD,544,555,561,364,46,75.4,196,98.93,111.4,23,0.69,95.69,12.76,1.65
Mariner General,Homeowners,12/31/2024,USD,MD,762,777,785,497,50,71.8,259,98.98,105.77,23,0.26,97.84,13.74,2.97
Mariner General,Homeowners,12/31/2023,USD,NC,902,920,929,604,77,75.5,325,99.03,111.53,18,0.2,94.79,10.55,1.74
Mariner General,Homeowners,12/31/2024,USD,NC,2411,2459,2484,1573,157,71.8,882,98.99,108.34,27,0.69,96.58,11.87,3.45
Mariner General,Homeowners,12/31/2023,USD,NJ,217,221,223,145,18,75.1,78,99.1,111.06,19,0.53,95.95,11.73,1.21
Mariner General,Homeowners,12/31/2024,USD,NJ,868,885,894,566,56,71.7,305,98.99,106.8,29,0.77,96.03,11.64,3.77
Mariner General,Homeowners,12/31/2023,USD,NY,128,131,132,86,11,75.8,46,99.24,111.72,20,0.77,95.32,11.57,1.32
Mariner General,Homeowners,12/31/2024,USD,NY,441,450,454,288,29,71.9,145,99.12,104.76,26,0.35,97.01,12.63,3.2
Mariner General,Homeowners,12/31/2023,USD,OR,162,165,167,108,14,75.3,58,98.8,111.11,23,0.4,96.8,11.59,1.56
Mariner General,Homeowners,12/31/2024,USD,OR,2610,2662,2689,1703,170,71.8,879,99,105.44,24,0.4,96.83,11.05,3.52
Mariner General,Homeowners,12/31/2023,USD,VA,42,43,44,28,4,76.2,15,97.73,111.9,23,0.54,94.93,12.63,1.83
Mariner General,Homeowners,12/31/2024,USD,VA,28,29,30,18,2,71.4,9,96.67,103.57,29,0.87,95.7,12.26,2.3
Mariner General,Homeowners,12/31/2023,USD,WA,1035,1056,1067,693,88,75.5,373,98.97,111.5,18,0.49,96.21,13.33,1.48
Mariner General,Homeowners,12/31/2024,USD,WA,1037,1058,1069,677,67,71.7,333,98.97,103.86,25,0.38,96.31,10.42,2.47
Mariner General,Personal Auto,12/31/2023,USD,CA,3642,3751,4189,2379,291,73.3,1197,89.54,106.18,23,3.83,95.81,10.17,2.77
Mariner General,Personal Auto,12/31/2024,USD,CA,678,698,772,434,51,71.5,203,90.41,101.47,13,2.37,97.63,13.53,5.79
Mariner General,Personal Auto,12/31/2023,USD,FL,4345,4475,4997,2839,348,73.3,1374,89.55,104.97,17,3.12,94.48,14.81,2.92
Mariner General,Personal Auto,12/31/2024,USD,FL,2455,2529,2796,1570,184,71.4,741,90.45,101.63,17,3.24,95.3,11.34,8.22
Mariner General,Personal Auto,12/31/2023,USD,MA,87,90,101,57,7,73.6,27,89.11,104.6,20,3.51,95.91,12.64,2.92
Mariner General,Personal Auto,12/31/2024,USD,MA,2481,2555,2826,1587,186,71.5,733,90.41,101.01,22,2.81,97.78,13.89,6.83
Mariner General,Personal Auto,12/31/2023,USD,MD,2169,2234,2494,1417,174,73.4,703,89.57,105.76,15,3.24,94.79,13.33,2.28
Mariner General,Personal Auto,12/31/2024,USD,MD,1207,1243,1374,772,91,71.5,365,90.47,101.74,23,2.98,95.09,13.53,7.74
Mariner General,Personal Auto,12/31/2023,USD,NC,122,126,140,80,10,73.8,40,90,106.56,23,3.37,94.91,13.46,2.88
Mariner General,Personal Auto,12/31/2024,USD,NC,133,137,151,85,10,71.4,40,90.73,101.5,13,2.18,96.6,11.22,5.45
Mariner General,Personal Auto,12/31/2023,USD,NJ,773,796,889,505,62,73.4,247,89.54,105.3,11,2.58,94.36,12.91,2.55
Mariner General,Personal Auto,12/31/2024,USD,NJ,198,204,226,127,15,71.7,60,90.27,102.02,25,3.6,97.56,12.96,9.28
Mariner General,Personal Auto,12/31/2023,USD,NY,2732,2814,3142,1785,219,73.4,896,89.56,106.15,17,2.5,94.97,11.34,2.85
Mariner General,Personal Auto,12/31/2024,USD,NY,3036,3127,3458,1942,228,71.5,924,90.43,101.91,13,3.87,95.26,14.35,6.96
Mariner General,Personal Auto,12/31/2023,USD,OR,668,688,768,436,53,73.2,220,89.58,106.14,13,2.78,95.08,14.83,2.59
Mariner General,Personal Auto,12/31/2024,USD,OR,7868,8104,8962,5033,590,71.5,2405,90.43,102.03,25,2.02,95.01,11.25,5.87
Mariner General,Personal Auto,12/31/2023,USD,VA,1611,1659,1853,1053,129,73.4,527,89.53,106.08,17,2.29,95.32,13.28,2.11
Mariner General,Personal Auto,12/31/2024,USD,VA,2757,2840,3140,1764,207,71.5,806,90.45,100.73,24,2.35,95.15,13.59,7.37
Mariner General,Personal Auto,12/31/2023,USD,WA,1586,1634,1824,1036,127,73.3,515,89.58,105.8,21,3.67,94.51,13.65,2.14
Mariner General,Personal Auto,12/31/2024,USD,WA,3309,3408,3769,2117,248,71.5,989,90.42,101.36,24,3.76,96.51,14.78,7.55
Mariner General,Workers Comp,12/31/2023,USD,CA,156,159,192,109,11,76.9,38,82.81,101.28,349,16.31,94.18,-1.47,0.76
Mariner General,Workers Comp,12/31/2024,USD,CA,1,2,4,1,0,100,0,50,100,549,17.65,96.89,-1.47,0.22
Mariner General,Workers Comp,12/31/2023,USD,FL,545,556,669,381,38,76.9,141,83.11,102.75,258,10.01,97.31,-1.47,1.01
Mariner General,Workers Comp,12/31/2024,USD,FL,276,282,331,184,18,73.2,72,85.2,99.28,344,14.32,96.53,-1.47,0.37
Mariner General,Workers Comp,12/31/2023,USD,MA,94,96,115,66,7,77.7,22,83.48,101.06,188,19.87,97.24,-1.47,1.06
Mariner General,Workers Comp,12/31/2024,USD,MA,32,33,39,21,2,71.9,8,84.62,96.88,401,11.84,96,-1.47,0.47
Mariner General,Workers Comp,12/31/2023,USD,MD,111,113,136,78,8,77.5,28,83.09,102.7,403,12.85,95.19,-1.47,0.47
Mariner General,Workers Comp,12/31/2024,USD,MD,12,13,16,8,1,75,3,81.25,100,393,11.01,97.3,-1.47,0.31
Mariner General,Workers Comp,12/31/2023,USD,NC,102,104,125,71,7,76.5,24,83.2,100,227,10.65,96.54,-1.47,1.9
Mariner General,Workers Comp,12/31/2024,USD,NC,118,120,141,78,8,72.9,27,85.11,95.76,441,19.89,95.17,-1.47,0.01
Mariner General,Workers Comp,12/31/2023,USD,NJ,151,154,186,106,11,77.5,38,82.8,102.65,400,14.93,95.58,-1.47,1.76
Mariner General,Workers Comp,12/31/2024,USD,NJ,201,205,240,134,13,73.1,49,85.42,97.51,323,14.52,96.44,-1.47,0.26
Mariner General,Workers Comp,12/31/2023,USD,NY,483,493,593,338,34,77,125,83.14,102.9,197,11.19,94.73,-1.47,1.96
Mariner General,Workers Comp,12/31/2024,USD,NY,312,318,373,208,20,73.1,76,85.25,97.44,563,19.02,97.79,-1.47,0.06
Mariner General,Workers Comp,12/31/2023,USD,OR,2309,2355,2832,1616,162,77,599,83.16,102.94,125,11.63,96.05,-1.47,1.88
Mariner General,Workers Comp,12/31/2024,USD,OR,196,200,235,130,13,73,48,85.11,97.45,361,14.73,95.75,-1.47,0.03
Mariner General,Workers Comp,12/31/2023,USD,VA,180,184,221,126,13,77.2,46,83.26,102.78,302,16.03,94.41,-1.47,1.25
Mariner General,Workers Comp,12/31/2024,USD,VA,291,297,348,194,19,73.2,68,85.34,96.56,381,19.26,96.05,-1.47,0.31
Mariner General,Workers Comp,12/31/2023,USD,WA,499,509,612,349,35,77,123,83.17,101.6,220,14.07,97.58,-1.47,0.89
Mariner General,Workers Comp,12/31/2024,USD,WA,47,48,57,31,3,72.3,12,84.21,97.87,218,10.87,95.86,-1.47,0.36
Northeast Fidelity,Commercial Auto,12/31/2023,USD,CA,425,438,476,295,34,77.4,124,92.02,106.59,38,6.36,89.4,11.06,2.48
Northeast Fidelity,Commercial Auto,12/31/2024,USD,CA,1194,1230,1293,786,78,72.4,337,95.13,100.59,18,12.12,92.81,8,5.92
Northeast Fidelity,Commercial Auto,12/31/2023,USD,FL,139,143,155,97,11,77.7,28,92.26,97.84,41,11.96,90.18,10.21,2.97
Northeast Fidelity,Commercial Auto,12/31/2024,USD,FL,193,199,209,127,13,72.5,46,95.22,96.37,26,5.67,92.62,8.73,9.66
Northeast Fidelity,Commercial Auto,12/31/2023,USD,MA,23,24,27,16,2,78.3,5,88.89,100,43,9.35,91.57,11.06,2.53
Northeast Fidelity,Commercial Auto,12/31/2024,USD,MA,383,394,414,252,25,72.3,81,95.17,93.47,19,14.53,90.65,8.09,9.59
Northeast Fidelity,Commercial Auto,12/31/2023,USD,MD,16,17,19,11,1,75,4,89.47,100,37,8.94,89.93,10.6,2.37
Northeast Fidelity,Commercial Auto,12/31/2024,USD,MD,2201,2267,2384,1448,143,72.3,597,95.09,99.41,22,9,94.97,11.09,8.14
Northeast Fidelity,Commercial Auto,12/31/2023,USD,NC,140,144,156,97,11,77.1,39,92.31,105,35,7.64,89.46,10.81,2.35
Northeast Fidelity,Commercial Auto,12/31/2024,USD,NC,265,273,287,174,17,72.1,76,95.12,100.75,20,14.49,91.24,10.32,8.9
Northeast Fidelity,Commercial Auto,12/31/2023,USD,NJ,301,310,337,209,24,77.4,82,91.99,104.65,33,11.02,91.63,8.73,2.6
Northeast Fidelity,Commercial Auto,12/31/2024,USD,NJ,513,528,555,338,33,72.3,144,95.14,100.39,19,11.35,93.55,9.83,7.72
Northeast Fidelity,Commercial Auto,12/31/2023,USD,NY,43,44,48,30,3,76.7,9,91.67,97.67,43,9.41,90.76,10.94,2.4
Northeast Fidelity,Commercial Auto,12/31/2024,USD,NY,1469,1513,1590,967,95,72.3,328,95.16,94.62,26,5.24,93.84,10.27,9.55
Northeast Fidelity,Commercial Auto,12/31/2023,USD,OR,140,144,156,97,11,77.1,37,92.31,103.57,34,5.64,92.19,8.88,2.75
Northeast Fidelity,Commercial Auto,12/31/2024,USD,OR,334,344,361,220,22,72.5,95,95.29,100.9,25,5.25,92.14,8.79,5.23
Northeast Fidelity,Commercial Auto,12/31/2023,USD,VA,266,274,298,185,21,77.4,53,91.95,97.37,37,6.01,93.36,11.62,2.36
Northeast Fidelity,Commercial Auto,12/31/2024,USD,VA,578,595,626,380,38,72.3,145,95.05,97.4,17,12.19,91.07,10.16,9.34
Northeast Fidelity,Commercial Auto,12/31/2023,USD,WA,185,191,208,129,15,77.8,50,91.83,104.86,36,15,89.92,9.05,2.37
Northeast Fidelity,Commercial Auto,12/31/2024,USD,WA,185,191,201,122,12,72.4,38,95.02,92.97,20,11.04,91.06,8,5
Northeast Fidelity,Homeowners,12/31/2023,USD,CA,350,357,361,234,30,75.4,126,98.89,111.43,23,0.38,94.23,12.79,1.27
Northeast Fidelity,Homeowners,12/31/2024,USD,CA,160,163,165,104,10,71.2,54,98.79,105,22,0.52,95.99,10.25,3.16
Northeast Fidelity,Homeowners,12/31/2023,USD,FL,888,906,915,595,75,75.5,320,99.02,111.49,23,0.82,96.83,11.07,2
Northeast Fidelity,Homeowners,12/31/2024,USD,FL,51,52,53,33,3,70.6,19,98.11,107.84,20,0.48,97.56,15,4.76
Northeast Fidelity,Homeowners,12/31/2023,USD,MA,62,63,64,42,5,75.8,22,98.44,111.29,20,0.74,97,10.39,1.18
Northeast Fidelity,Homeowners,12/31/2024,USD,MA,190,194,196,124,12,71.6,67,98.98,106.84,27,0.41,96.31,13.74,3.08
Northeast Fidelity,Homeowners,12/31/2023,USD,MD,362,369,373,242,31,75.4,130,98.93,111.33,23,0.23,96.24,14.28,1.98
Northeast Fidelity,Homeowners,12/31/2024,USD,MD,233,238,240,152,15,71.7,77,99.17,104.72,29,0.72,97.43,12.97,2.76
Northeast Fidelity,Homeowners,12/31/2023,USD,NC,337,344,347,226,29,75.7,121,99.14,111.57,28,0.88,95.63,12.48,1.88
Northeast Fidelity,Homeowners,12/31/2024,USD,NC,417,425,429,272,27,71.7,151,99.07,107.91,24,0.73,96.5,11.97,4.12
